ts,rain,wind_speed,et0,solar_radiation
2023-08-07 00:00:00,0.0,8.2,0.04,0.0
2023-08-07 01:00:00,0.0,7.1,0.01,0.0
2023-08-07 02:00:00,0.0,5.5,0.0,0.0
2023-08-07 03:00:00,0.0,9.4,0.03,0.0
2023-08-07 04:00:00,0.0,10.9,0.07,0.0
2023-08-07 05:00:00,0.0,12.4,0.1,22.0
2023-08-07 06:00:00,0.0,15.3,0.18,147.0
2023-08-07 07:00:00,0.0,15.6,0.27,323.0
2023-08-07 08:00:00,0.0,15.8,0.39,504.0
2023-08-07 09:00:00,0.0,17.1,0.5,663.0
2023-08-07 10:00:00,0.0,17.9,0.59,785.0
2023-08-07 11:00:00,0.0,16.8,0.65,861.0
2023-08-07 12:00:00,0.0,12.6,0.66,878.0
2023-08-07 13:00:00,0.0,13.1,0.64,837.0
2023-08-07 14:00:00,0.0,14.0,0.6,762.0
2023-08-07 15:00:00,0.0,15.5,0.53,632.0
2023-08-07 16:00:00,0.0,17.3,0.46,471.0
2023-08-07 17:00:00,0.0,18.9,0.35,291.0
2023-08-07 18:00:00,0.0,13.2,0.19,120.0
2023-08-07 19:00:00,0.0,7.8,0.08,11.0
2023-08-07 20:00:00,0.0,8.9,0.08,0.0
2023-08-07 21:00:00,0.0,9.5,0.08,0.0
2023-08-07 22:00:00,0.0,8.4,0.07,0.0
2023-08-07 23:00:00,0.0,8.9,0.06,0.0
2023-08-08 00:00:00,0.0,6.6,0.04,0.0
2023-08-08 01:00:00,0.0,4.7,0.02,0.0
2023-08-08 02:00:00,0.0,4.6,0.02,0.0
2023-08-08 03:00:00,0.0,6.8,0.03,0.0
2023-08-08 04:00:00,0.0,4.8,0.01,0.0
2023-08-08 05:00:00,0.0,5.8,0.03,20.0
2023-08-08 06:00:00,0.0,2.2,0.07,141.0
2023-08-08 07:00:00,0.0,1.5,0.17,313.0
2023-08-08 08:00:00,0.0,2.4,0.29,489.0
2023-08-08 09:00:00,0.0,2.9,0.41,643.0
2023-08-08 10:00:00,0.0,4.4,0.51,761.0
2023-08-08 11:00:00,0.0,5.2,0.58,835.0
2023-08-08 12:00:00,0.0,8.6,0.62,850.0
2023-08-08 13:00:00,0.0,8.0,0.59,790.0
2023-08-08 14:00:00,0.0,4.0,0.52,723.0
2023-08-08 15:00:00,0.0,2.6,0.41,582.0
2023-08-08 16:00:00,0.0,5.5,0.33,418.0
2023-08-08 17:00:00,0.0,7.4,0.23,253.0
2023-08-08 18:00:00,0.0,9.2,0.14,103.0
2023-08-08 19:00:00,0.0,7.8,0.08,9.0
2023-08-08 20:00:00,0.0,8.5,0.06,0.0
2023-08-08 21:00:00,0.0,5.4,0.03,0.0
2023-08-08 22:00:00,0.0,5.6,0.03,0.0
2023-08-08 23:00:00,0.0,5.4,0.02,0.0
2023-08-09 00:00:00,0.0,3.9,0.01,0.0
2023-08-09 01:00:00,0.0,3.4,0.01,0.0
2023-08-09 02:00:00,0.0,1.9,0.0,0.0
2023-08-09 03:00:00,0.0,6.6,0.03,0.0
2023-08-09 04:00:00,0.0,4.3,0.01,0.0
2023-08-09 05:00:00,0.0,6.8,0.04,19.0
2023-08-09 06:00:00,0.0,5.8,0.09,115.0
2023-08-09 07:00:00,0.0,3.7,0.15,221.0
2023-08-09 08:00:00,0.0,3.8,0.28,433.0
2023-08-09 09:00:00,0.0,3.4,0.39,591.0
2023-08-09 10:00:00,0.0,3.6,0.51,743.0
2023-08-09 11:00:00,0.0,3.2,0.57,819.0
2023-08-09 12:00:00,0.0,2.2,0.58,828.0
2023-08-09 13:00:00,0.0,3.4,0.56,777.0
2023-08-09 14:00:00,0.0,5.6,0.53,703.0
2023-08-09 15:00:00,0.0,5.5,0.42,554.0
2023-08-09 16:00:00,0.0,5.1,0.32,420.0
2023-08-09 17:00:00,0.0,3.7,0.19,259.0
2023-08-09 18:00:00,0.0,3.7,0.09,101.0
2023-08-09 19:00:00,0.0,8.2,0.07,9.0
2023-08-09 20:00:00,0.0,9.7,0.05,0.0
2023-08-09 21:00:00,0.0,5.9,0.03,0.0
2023-08-09 22:00:00,0.0,1.0,0.0,0.0
2023-08-09 23:00:00,0.0,5.5,0.02,0.0
2023-08-10 00:00:00,0.0,6.3,0.02,0.0
2023-08-10 01:00:00,0.0,8.7,0.01,0.0
2023-08-10 02:00:00,0.0,6.1,0.0,0.0
2023-08-10 03:00:00,0.0,8.4,0.0,0.0
2023-08-10 04:00:00,0.0,8.0,0.0,0.0
2023-08-10 05:00:00,0.0,4.0,0.01,17.0
2023-08-10 06:00:00,0.0,6.5,0.07,128.0
2023-08-10 07:00:00,0.0,8.1,0.18,292.0
2023-08-10 08:00:00,0.0,8.4,0.31,462.0
2023-08-10 09:00:00,0.0,9.7,0.43,615.0
2023-08-10 10:00:00,0.0,9.7,0.53,734.0
2023-08-10 11:00:00,0.0,7.9,0.6,808.0
2023-08-10 12:00:00,0.0,8.3,0.62,827.0
2023-08-10 13:00:00,0.0,8.7,0.62,804.0
2023-08-10 14:00:00,0.0,8.7,0.56,705.0
2023-08-10 15:00:00,0.0,8.8,0.48,587.0
2023-08-10 16:00:00,0.0,7.9,0.37,438.0
2023-08-10 17:00:00,0.0,8.5,0.25,249.0
2023-08-10 18:00:00,0.0,8.3,0.14,84.0
2023-08-10 19:00:00,0.0,11.0,0.11,7.0
2023-08-10 20:00:00,0.0,14.0,0.1,0.0
2023-08-10 21:00:00,0.0,11.9,0.08,0.0
2023-08-10 22:00:00,0.0,11.9,0.08,0.0
2023-08-10 23:00:00,0.0,12.6,0.07,0.0
2023-08-11 00:00:00,0.0,9.5,0.05,0.0
2023-08-11 01:00:00,0.0,5.5,0.02,0.0
2023-08-11 02:00:00,0.0,6.1,0.02,0.0
2023-08-11 03:00:00,0.0,5.5,0.01,0.0
2023-08-11 04:00:00,0.0,6.2,0.01,0.0
2023-08-11 05:00:00,0.0,7.9,0.03,16.0
2023-08-11 06:00:00,0.0,5.6,0.08,125.0
2023-08-11 07:00:00,0.0,6.4,0.19,288.0
2023-08-11 08:00:00,0.0,8.0,0.31,458.0
2023-08-11 09:00:00,0.0,9.0,0.44,610.0
2023-08-11 10:00:00,0.0,9.0,0.54,728.0
2023-08-11 11:00:00,0.0,8.8,0.61,801.0
2023-08-11 12:00:00,0.0,9.4,0.63,822.0
2023-08-11 13:00:00,0.0,9.0,0.61,787.0
2023-08-11 14:00:00,0.0,8.4,0.56,709.0
2023-08-11 15:00:00,0.0,9.4,0.48,582.0
2023-08-11 16:00:00,0.0,11.4,0.39,428.0
2023-08-11 17:00:00,0.0,12.1,0.27,257.0
2023-08-11 18:00:00,0.0,10.7,0.15,98.0
2023-08-11 19:00:00,0.0,8.4,0.07,7.0
2023-08-11 20:00:00,0.0,11.4,0.09,0.0
2023-08-11 21:00:00,0.0,11.2,0.08,0.0
2023-08-11 22:00:00,0.0,10.7,0.07,0.0
2023-08-11 23:00:00,0.0,9.2,0.05,0.0
2023-08-12 00:00:00,0.0,6.9,0.03,0.0
2023-08-12 01:00:00,0.0,5.4,0.01,0.0
2023-08-12 02:00:00,0.0,4.9,0.01,0.0
2023-08-12 03:00:00,0.0,6.5,0.01,0.0
2023-08-12 04:00:00,0.0,5.9,0.0,0.0
2023-08-12 05:00:00,0.0,6.2,0.02,15.0
2023-08-12 06:00:00,0.0,3.1,0.07,124.0
2023-08-12 07:00:00,0.0,2.2,0.17,287.0
2023-08-12 08:00:00,0.0,2.5,0.3,456.0
2023-08-12 09:00:00,0.0,2.9,0.42,608.0
2023-08-12 10:00:00,0.0,4.4,0.53,726.0
2023-08-12 11:00:00,0.0,4.8,0.6,796.0
2023-08-12 12:00:00,0.0,6.2,0.62,817.0
2023-08-12 13:00:00,0.0,6.2,0.6,778.0
2023-08-12 14:00:00,0.0,5.8,0.52,659.0
2023-08-12 15:00:00,0.0,5.4,0.44,552.0
2023-08-12 16:00:00,0.0,6.0,0.34,405.0
2023-08-12 17:00:00,0.0,5.8,0.22,246.0
2023-08-12 18:00:00,0.0,7.7,0.13,88.0
2023-08-12 19:00:00,0.0,12.1,0.12,6.0
2023-08-12 20:00:00,0.0,8.0,0.06,0.0
2023-08-12 21:00:00,0.0,9.8,0.07,0.0
2023-08-12 22:00:00,0.0,9.7,0.07,0.0
2023-08-12 23:00:00,0.0,5.2,0.02,0.0
2023-08-13 00:00:00,0.0,5.8,0.03,0.0
2023-08-13 01:00:00,0.0,5.1,0.02,0.0
2023-08-13 02:00:00,0.0,4.8,0.01,0.0
2023-08-13 03:00:00,0.0,3.6,0.01,0.0
2023-08-13 04:00:00,0.0,6.6,0.01,0.0
2023-08-13 05:00:00,0.0,5.5,0.03,14.0
2023-08-13 06:00:00,0.0,3.6,0.08,120.0
2023-08-13 07:00:00,0.0,3.8,0.19,281.0
2023-08-13 08:00:00,0.0,5.2,0.32,449.0
2023-08-13 09:00:00,0.0,6.5,0.45,600.0
2023-08-13 10:00:00,0.0,6.2,0.55,717.0
2023-08-13 11:00:00,0.0,5.8,0.61,789.0
2023-08-13 12:00:00,0.0,5.9,0.62,811.0
2023-08-13 13:00:00,0.0,5.8,0.6,772.0
2023-08-13 14:00:00,0.0,5.6,0.54,684.0
2023-08-13 15:00:00,0.0,6.1,0.45,555.0
2023-08-13 16:00:00,0.0,7.6,0.35,399.0
2023-08-13 17:00:00,0.0,8.6,0.25,239.0
2023-08-13 18:00:00,0.0,8.4,0.14,86.0
2023-08-13 19:00:00,0.0,9.7,0.1,5.0
2023-08-13 20:00:00,0.0,7.8,0.07,0.0
2023-08-13 21:00:00,0.0,9.2,0.07,0.0
2023-08-13 22:00:00,0.0,9.1,0.06,0.0
2023-08-13 23:00:00,0.0,6.9,0.04,0.0
2023-08-14 00:00:00,0.0,6.0,0.02,0.0
2023-08-14 01:00:00,0.0,4.3,0.01,0.0
2023-08-14 02:00:00,0.0,8.5,0.03,0.0
2023-08-14 03:00:00,0.0,3.1,0.0,0.0
2023-08-14 04:00:00,0.0,3.4,0.0,0.0
2023-08-14 05:00:00,0.0,5.5,0.01,13.0
2023-08-14 06:00:00,0.0,7.4,0.08,116.0
2023-08-14 07:00:00,0.0,7.9,0.2,278.0
2023-08-14 08:00:00,0.0,4.3,0.32,451.0
2023-08-14 09:00:00,0.0,2.5,0.43,606.0
2023-08-14 10:00:00,0.0,4.0,0.54,726.0
2023-08-14 11:00:00,0.0,6.1,0.63,802.0
2023-08-14 12:00:00,0.0,5.7,0.63,821.0
2023-08-14 13:00:00,0.0,10.3,0.54,626.0
2023-08-14 14:00:00,0.0,9.9,0.45,487.0
2023-08-14 15:00:00,0.0,7.0,0.39,446.0
2023-08-14 16:00:00,0.0,5.4,0.31,361.0
2023-08-14 17:00:00,0.0,7.3,0.23,222.0
2023-08-14 18:00:00,0.0,5.4,0.1,80.0
2023-08-14 19:00:00,0.0,7.2,0.08,4.0
2023-08-14 20:00:00,0.0,12.8,0.11,0.0
2023-08-14 21:00:00,0.0,9.0,0.08,0.0
2023-08-14 22:00:00,0.0,7.6,0.07,0.0
2023-08-14 23:00:00,0.0,6.8,0.05,0.0
2023-08-15 00:00:00,0.0,6.8,0.05,0.0
2023-08-15 01:00:00,0.0,6.1,0.04,0.0
2023-08-15 02:00:00,0.0,7.6,0.04,0.0
2023-08-15 03:00:00,0.0,4.0,0.01,0.0
2023-08-15 04:00:00,0.0,4.3,0.01,0.0
2023-08-15 05:00:00,0.0,4.6,0.02,12.0
2023-08-15 06:00:00,0.0,4.2,0.08,114.0
2023-08-15 07:00:00,0.0,6.0,0.2,272.0
2023-08-15 08:00:00,0.0,4.6,0.31,442.0
2023-08-15 09:00:00,0.0,2.2,0.42,595.0
2023-08-15 10:00:00,0.0,2.6,0.52,719.0
2023-08-15 11:00:00,0.0,3.1,0.59,794.0
2023-08-15 12:00:00,0.0,2.9,0.61,814.0
2023-08-15 13:00:00,0.0,1.6,0.56,747.0
2023-08-15 14:00:00,0.0,4.1,0.49,616.0
2023-08-15 15:00:00,0.0,3.4,0.35,434.0
2023-08-15 16:00:00,0.0,3.3,0.25,297.0
2023-08-15 17:00:00,0.0,4.2,0.18,195.0
2023-08-15 18:00:00,0.0,4.9,0.09,70.0
2023-08-15 19:00:00,0.0,4.1,0.04,4.0
2023-08-15 20:00:00,0.0,7.2,0.04,0.0
2023-08-15 21:00:00,0.0,5.5,0.03,0.0
2023-08-15 22:00:00,0.0,6.9,0.03,0.0
2023-08-15 23:00:00,0.0,8.3,0.04,0.0
2023-08-16 00:00:00,0.0,2.4,0.0,0.0
2023-08-16 01:00:00,0.6,5.8,0.0,0.0
2023-08-16 02:00:00,0.3,3.1,0.0,0.0
2023-08-16 03:00:00,0.0,4.3,0.0,0.0
2023-08-16 04:00:00,0.0,4.7,0.0,0.0
2023-08-16 05:00:00,0.0,1.6,0.0,11.0
2023-08-16 06:00:00,0.0,5.6,0.06,96.0
2023-08-16 07:00:00,0.0,5.8,0.15,228.0
2023-08-16 08:00:00,0.0,6.6,0.26,364.0
2023-08-16 09:00:00,0.0,4.5,0.39,539.0
2023-08-16 10:00:00,0.0,4.2,0.52,705.0
2023-08-16 11:00:00,0.0,5.2,0.6,787.0
2023-08-16 12:00:00,0.0,4.0,0.62,812.0
2023-08-16 13:00:00,0.0,5.5,0.55,691.0
2023-08-16 14:00:00,0.0,5.9,0.5,613.0
2023-08-16 15:00:00,0.0,5.1,0.4,494.0
2023-08-16 16:00:00,0.0,2.8,0.26,327.0
2023-08-16 17:00:00,0.0,5.4,0.18,178.0
2023-08-16 18:00:00,0.0,4.7,0.09,69.0
2023-08-16 19:00:00,0.0,7.3,0.06,3.0
2023-08-16 20:00:00,0.0,2.5,0.01,0.0
2023-08-16 21:00:00,0.0,3.6,0.01,0.0
2023-08-16 22:00:00,0.0,3.6,0.01,0.0
2023-08-16 23:00:00,0.0,5.6,0.01,0.0
2023-08-17 00:00:00,0.0,21.7,0.09,0.0
2023-08-17 01:00:00,1.0,18.0,0.04,0.0
2023-08-17 02:00:00,0.1,8.1,0.01,0.0
2023-08-17 03:00:00,0.1,12.6,0.01,0.0
2023-08-17 04:00:00,0.0,4.0,0.0,0.0
2023-08-17 05:00:00,0.0,4.4,0.01,9.0
2023-08-17 06:00:00,0.0,1.8,0.06,107.0
2023-08-17 07:00:00,0.0,3.3,0.17,264.0
2023-08-17 08:00:00,0.0,6.3,0.3,430.0
2023-08-17 09:00:00,0.0,5.6,0.42,587.0
2023-08-17 10:00:00,0.0,4.1,0.51,695.0
2023-08-17 11:00:00,0.0,3.1,0.53,703.0
2023-08-17 12:00:00,0.1,8.4,0.53,657.0
2023-08-17 13:00:00,0.7,25.1,0.42,636.0
2023-08-17 14:00:00,0.0,1.3,0.12,138.0
2023-08-17 15:00:00,0.0,4.8,0.25,322.0
2023-08-17 16:00:00,0.0,7.9,0.23,283.0
2023-08-17 17:00:00,0.0,5.0,0.14,172.0
2023-08-17 18:00:00,0.0,6.8,0.08,65.0
2023-08-17 19:00:00,0.0,4.0,0.01,3.0
2023-08-17 20:00:00,0.0,4.0,0.0,0.0
2023-08-17 21:00:00,0.0,4.5,0.0,0.0
2023-08-17 22:00:00,0.0,5.1,0.0,0.0
2023-08-17 23:00:00,0.0,5.6,0.0,0.0
2023-08-18 00:00:00,0.0,3.6,0.0,0.0
2023-08-18 01:00:00,0.0,5.8,0.01,0.0
2023-08-18 02:00:00,0.0,3.1,0.0,0.0
2023-08-18 03:00:00,0.0,5.1,0.0,0.0
2023-08-18 04:00:00,0.0,3.8,0.0,0.0
2023-08-18 05:00:00,0.0,3.8,0.01,10.0
2023-08-18 06:00:00,0.0,3.9,0.07,108.0
2023-08-18 07:00:00,0.0,3.0,0.18,269.0
2023-08-18 08:00:00,0.0,4.0,0.31,439.0
2023-08-18 09:00:00,0.0,5.0,0.44,590.0
2023-08-18 10:00:00,0.0,4.0,0.53,707.0
2023-08-18 11:00:00,0.0,1.8,0.58,781.0
2023-08-18 12:00:00,0.0,2.9,0.6,801.0
2023-08-18 13:00:00,0.0,8.5,0.6,746.0
2023-08-18 14:00:00,0.0,7.4,0.51,624.0
2023-08-18 15:00:00,0.0,1.8,0.37,492.0
2023-08-18 16:00:00,0.0,10.0,0.34,364.0
2023-08-18 17:00:00,0.0,10.9,0.24,206.0
2023-08-18 18:00:00,0.0,9.3,0.12,75.0
2023-08-18 19:00:00,0.0,9.8,0.08,2.0
2023-08-18 20:00:00,0.0,8.7,0.06,0.0
2023-08-18 21:00:00,0.0,6.4,0.03,0.0
2023-08-18 22:00:00,0.0,5.4,0.02,0.0
2023-08-18 23:00:00,0.0,6.1,0.01,0.0
2023-08-19 00:00:00,0.0,4.6,0.01,0.0
2023-08-19 01:00:00,0.0,6.3,0.01,0.0
2023-08-19 02:00:00,0.0,4.5,0.0,0.0
2023-08-19 03:00:00,0.0,3.2,0.0,0.0
2023-08-19 04:00:00,0.0,0.8,0.0,0.0
2023-08-19 05:00:00,0.0,1.5,0.0,9.0
2023-08-19 06:00:00,0.0,1.9,0.06,108.0
2023-08-19 07:00:00,0.0,1.8,0.17,269.0
2023-08-19 08:00:00,0.0,1.9,0.3,439.0
2023-08-19 09:00:00,0.0,3.8,0.43,592.0
2023-08-19 10:00:00,0.0,3.8,0.54,710.0
2023-08-19 11:00:00,0.0,3.4,0.6,783.0
2023-08-19 12:00:00,0.0,4.0,0.62,804.0
2023-08-19 13:00:00,0.0,3.6,0.6,769.0
2023-08-19 14:00:00,0.0,4.0,0.54,685.0
2023-08-19 15:00:00,0.0,5.4,0.45,556.0
2023-08-19 16:00:00,0.0,6.5,0.34,394.0
2023-08-19 17:00:00,0.0,7.9,0.23,217.0
2023-08-19 18:00:00,0.0,7.4,0.12,73.0
2023-08-19 19:00:00,0.0,7.6,0.07,2.0
2023-08-19 20:00:00,0.0,6.0,0.04,0.0
2023-08-19 21:00:00,0.0,6.4,0.04,0.0
2023-08-19 22:00:00,0.0,8.6,0.06,0.0
2023-08-19 23:00:00,0.0,6.5,0.03,0.0
2023-08-20 00:00:00,0.0,6.7,0.03,0.0
2023-08-20 01:00:00,0.0,5.7,0.02,0.0
2023-08-20 02:00:00,0.0,7.2,0.02,0.0
2023-08-20 03:00:00,0.0,7.6,0.02,0.0
2023-08-20 04:00:00,0.0,7.3,0.01,0.0
2023-08-20 05:00:00,0.0,4.7,0.02,8.0
2023-08-20 06:00:00,0.0,2.9,0.07,104.0
2023-08-20 07:00:00,0.0,2.5,0.17,265.0
2023-08-20 08:00:00,0.0,5.8,0.32,434.0
2023-08-20 09:00:00,0.0,8.3,0.46,585.0
2023-08-20 10:00:00,0.0,9.4,0.57,701.0
2023-08-20 11:00:00,0.0,8.3,0.63,772.0
2023-08-20 12:00:00,0.0,10.1,0.66,792.0
2023-08-20 13:00:00,0.0,10.4,0.64,749.0
2023-08-20 14:00:00,0.0,12.7,0.59,660.0
2023-08-20 15:00:00,0.0,13.5,0.51,528.0
2023-08-20 16:00:00,0.0,13.6,0.4,377.0
2023-08-20 17:00:00,0.0,13.4,0.28,213.0
2023-08-20 18:00:00,0.0,11.4,0.16,67.0
2023-08-20 19:00:00,0.0,13.5,0.15,1.0
2023-08-20 20:00:00,0.0,11.5,0.1,0.0
2023-08-20 21:00:00,0.0,7.3,0.06,0.0
2023-08-20 22:00:00,0.0,6.1,0.04,0.0
2023-08-20 23:00:00,0.0,5.7,0.03,0.0
2023-08-21 00:00:00,0.0,7.5,0.04,0.0
2023-08-21 01:00:00,0.0,6.2,0.03,0.0
2023-08-21 02:00:00,0.0,2.3,0.0,0.0
2023-08-21 03:00:00,0.0,2.2,0.0,0.0
2023-08-21 04:00:00,0.0,3.0,0.0,0.0
2023-08-21 05:00:00,0.0,2.4,0.01,8.0
2023-08-21 06:00:00,0.0,4.1,0.08,102.0
2023-08-21 07:00:00,0.0,2.7,0.18,263.0
2023-08-21 08:00:00,0.0,2.5,0.31,433.0
2023-08-21 09:00:00,0.0,3.9,0.44,585.0
2023-08-21 10:00:00,0.0,6.6,0.56,704.0
2023-08-21 11:00:00,0.0,8.7,0.64,776.0
2023-08-21 12:00:00,0.0,10.4,0.66,796.0
2023-08-21 13:00:00,0.0,9.4,0.64,758.0
2023-08-21 14:00:00,0.0,8.7,0.57,669.0
2023-08-21 15:00:00,0.0,8.9,0.48,537.0
2023-08-21 16:00:00,0.0,8.2,0.36,385.0
2023-08-21 17:00:00,0.0,7.7,0.23,217.0
2023-08-21 18:00:00,0.0,8.1,0.12,67.0
2023-08-21 19:00:00,0.0,8.0,0.08,1.0
2023-08-21 20:00:00,0.0,7.5,0.06,0.0
2023-08-21 21:00:00,0.0,7.4,0.05,0.0
2023-08-21 22:00:00,0.0,6.5,0.04,0.0
2023-08-21 23:00:00,0.0,5.8,0.03,0.0
2023-08-22 00:00:00,0.0,5.4,0.03,0.0
2023-08-22 01:00:00,0.0,6.4,0.03,0.0
2023-08-22 02:00:00,0.0,3.8,0.01,0.0
2023-08-22 03:00:00,0.0,2.7,0.0,0.0
2023-08-22 04:00:00,0.0,4.3,0.01,0.0
2023-08-22 05:00:00,0.0,5.1,0.03,7.0
2023-08-22 06:00:00,0.0,3.6,0.07,101.0
2023-08-22 07:00:00,0.0,0.4,0.16,261.0
2023-08-22 08:00:00,0.0,1.1,0.3,431.0
2023-08-22 09:00:00,0.0,3.0,0.44,583.0
2023-08-22 10:00:00,0.0,3.9,0.54,701.0
2023-08-22 11:00:00,0.0,4.0,0.61,772.0
2023-08-22 12:00:00,0.0,7.4,0.65,792.0
2023-08-22 13:00:00,0.0,8.1,0.64,756.0
2023-08-22 14:00:00,0.0,8.3,0.58,673.0
2023-08-22 15:00:00,0.0,9.0,0.48,531.0
2023-08-22 16:00:00,0.0,9.9,0.35,333.0
2023-08-22 17:00:00,0.0,7.9,0.22,195.0
2023-08-22 18:00:00,0.0,6.1,0.1,61.0
2023-08-22 19:00:00,0.0,6.1,0.05,1.0
2023-08-22 20:00:00,0.0,6.1,0.05,0.0
2023-08-22 21:00:00,0.0,5.8,0.04,0.0
2023-08-22 22:00:00,0.0,6.0,0.03,0.0
2023-08-22 23:00:00,0.0,3.3,0.0,0.0
2023-08-23 00:00:00,0.0,4.7,0.01,0.0
2023-08-23 01:00:00,0.0,3.2,0.0,0.0
2023-08-23 02:00:00,0.0,3.3,0.0,0.0
2023-08-23 03:00:00,0.0,3.4,0.0,0.0
2023-08-23 04:00:00,0.0,3.8,0.01,0.0
2023-08-23 05:00:00,0.0,3.2,0.01,6.0
2023-08-23 06:00:00,0.0,4.6,0.07,99.0
2023-08-23 07:00:00,0.0,3.9,0.18,262.0
2023-08-23 08:00:00,0.0,2.3,0.3,433.0
2023-08-23 09:00:00,0.0,3.0,0.44,586.0
2023-08-23 10:00:00,0.0,3.9,0.55,704.0
2023-08-23 11:00:00,0.0,3.8,0.61,777.0
2023-08-23 12:00:00,0.0,2.3,0.61,794.0
2023-08-23 13:00:00,0.0,5.0,0.61,742.0
2023-08-23 14:00:00,0.0,6.9,0.55,621.0
2023-08-23 15:00:00,0.0,8.1,0.46,488.0
2023-08-23 16:00:00,0.0,8.7,0.35,320.0
2023-08-23 17:00:00,0.0,8.0,0.23,192.0
2023-08-23 18:00:00,0.0,8.3,0.14,58.0
2023-08-23 19:00:00,0.0,9.7,0.08,1.0
2023-08-23 20:00:00,0.0,7.0,0.07,0.0
2023-08-23 21:00:00,0.0,7.1,0.07,0.0
2023-08-23 22:00:00,0.0,6.1,0.05,0.0
2023-08-23 23:00:00,0.0,4.7,0.03,0.0
2023-08-24 00:00:00,0.0,3.7,0.02,0.0
2023-08-24 01:00:00,0.0,1.6,0.0,0.0
2023-08-24 02:00:00,0.0,1.1,0.0,0.0
2023-08-24 03:00:00,0.0,3.0,0.0,0.0
2023-08-24 04:00:00,0.0,3.3,0.01,0.0
2023-08-24 05:00:00,0.0,4.3,0.02,6.0
2023-08-24 06:00:00,0.0,2.5,0.07,98.0
2023-08-24 07:00:00,0.0,1.8,0.17,261.0
2023-08-24 08:00:00,0.0,4.6,0.33,434.0
2023-08-24 09:00:00,0.0,6.3,0.47,588.0
2023-08-24 10:00:00,0.0,8.3,0.59,706.0
2023-08-24 11:00:00,0.0,8.7,0.66,778.0
2023-08-24 12:00:00,0.0,8.0,0.67,798.0
2023-08-24 13:00:00,0.0,8.3,0.65,758.0
2023-08-24 14:00:00,0.0,9.4,0.6,670.0
2023-08-24 15:00:00,0.0,8.7,0.5,536.0
2023-08-24 16:00:00,0.0,9.1,0.38,377.0
2023-08-24 17:00:00,0.0,8.3,0.24,202.0
2023-08-24 18:00:00,0.0,7.6,0.12,57.0
2023-08-24 19:00:00,0.0,7.5,0.1,0.0
2023-08-24 20:00:00,0.0,7.4,0.07,0.0
2023-08-24 21:00:00,0.0,8.1,0.07,0.0
2023-08-24 22:00:00,0.0,3.3,0.02,0.0
2023-08-24 23:00:00,0.0,3.5,0.01,0.0
2023-08-25 00:00:00,0.0,3.1,0.01,0.0
2023-08-25 01:00:00,0.0,1.1,0.0,0.0
2023-08-25 02:00:00,0.0,4.4,0.01,0.0
2023-08-25 03:00:00,0.0,3.9,0.01,0.0
2023-08-25 04:00:00,0.0,4.8,0.01,0.0
2023-08-25 05:00:00,0.0,5.1,0.03,5.0
2023-08-25 06:00:00,0.0,6.2,0.09,94.0
2023-08-25 07:00:00,0.0,4.1,0.18,253.0
2023-08-25 08:00:00,0.0,4.2,0.31,424.0
2023-08-25 09:00:00,0.0,5.5,0.45,578.0
2023-08-25 10:00:00,0.0,6.5,0.56,697.0
2023-08-25 11:00:00,0.0,5.8,0.62,768.0
2023-08-25 12:00:00,0.0,6.1,0.63,786.0
2023-08-25 13:00:00,0.0,8.5,0.64,746.0
2023-08-25 14:00:00,0.0,9.8,0.59,640.0
2023-08-25 15:00:00,0.0,9.5,0.5,504.0
2023-08-25 16:00:00,0.0,18.7,0.51,366.0
2023-08-25 17:00:00,0.0,23.3,0.43,194.0
2023-08-25 18:00:00,0.0,18.1,0.27,56.0
2023-08-25 19:00:00,0.0,11.2,0.17,0.0
2023-08-25 20:00:00,0.0,7.2,0.08,0.0
2023-08-25 21:00:00,0.0,6.5,0.06,0.0
2023-08-25 22:00:00,0.0,6.8,0.06,0.0
2023-08-25 23:00:00,0.0,5.1,0.05,0.0
2023-08-26 00:00:00,0.0,5.5,0.04,0.0
2023-08-26 01:00:00,0.0,5.3,0.04,0.0
2023-08-26 02:00:00,0.0,6.7,0.05,0.0
2023-08-26 03:00:00,0.0,6.1,0.04,0.0
2023-08-26 04:00:00,0.0,8.1,0.06,0.0
2023-08-26 05:00:00,0.0,10.3,0.07,5.0
2023-08-26 06:00:00,0.0,11.8,0.13,88.0
2023-08-26 07:00:00,0.0,9.9,0.23,251.0
2023-08-26 08:00:00,0.0,11.9,0.37,422.0
2023-08-26 09:00:00,0.0,12.7,0.48,558.0
2023-08-26 10:00:00,0.0,8.6,0.48,568.0
2023-08-26 11:00:00,0.0,13.4,0.55,578.0
2023-08-26 12:00:00,0.0,10.5,0.58,648.0
2023-08-26 13:00:00,0.0,15.8,0.67,719.0
2023-08-26 14:00:00,0.0,9.6,0.54,618.0
2023-08-26 15:00:00,0.1,11.8,0.37,336.0
2023-08-26 16:00:00,0.0,15.8,0.38,334.0
2023-08-26 17:00:00,0.0,13.2,0.25,191.0
2023-08-26 18:00:00,0.0,12.6,0.15,50.0
2023-08-26 19:00:00,0.0,10.9,0.11,0.0
2023-08-26 20:00:00,0.0,15.8,0.07,0.0
2023-08-26 21:00:00,0.0,16.3,0.06,0.0
2023-08-26 22:00:00,0.0,11.4,0.03,0.0
2023-08-26 23:00:00,0.0,6.5,0.01,0.0
2023-08-27 00:00:00,0.0,7.7,0.03,0.0
2023-08-27 01:00:00,0.0,5.6,0.03,0.0
