ts,rain,wind_speed,et0,solar_radiation
2023-07-17 22:00:00,0.0,16.3,0.12,0.0
2023-07-17 23:00:00,0.0,13.0,0.09,0.0
2023-07-18 00:00:00,0.0,12.3,0.08,0.0
2023-07-18 01:00:00,0.0,11.0,0.07,0.0
2023-07-18 02:00:00,0.0,6.9,0.04,0.0
2023-07-18 03:00:00,0.0,5.2,0.02,0.0
2023-07-18 04:00:00,0.0,4.7,0.04,0.0
2023-07-18 05:00:00,0.0,5.6,0.05,48.0
2023-07-18 06:00:00,0.0,2.5,0.12,181.0
2023-07-18 07:00:00,0.0,3.9,0.25,347.0
2023-07-18 08:00:00,0.0,4.9,0.38,512.0
2023-07-18 09:00:00,0.0,4.7,0.5,659.0
2023-07-18 10:00:00,0.0,3.7,0.59,771.0
2023-07-18 11:00:00,0.0,5.1,0.67,841.0
2023-07-18 12:00:00,0.0,5.4,0.69,864.0
2023-07-18 13:00:00,0.0,7.3,0.68,830.0
2023-07-18 14:00:00,0.0,9.9,0.65,754.0
2023-07-18 15:00:00,0.0,1.5,0.5,634.0
2023-07-18 16:00:00,0.0,7.2,0.44,482.0
2023-07-18 17:00:00,0.0,10.3,0.34,308.0
2023-07-18 18:00:00,0.0,3.3,0.13,150.0
2023-07-18 19:00:00,0.0,3.6,0.05,31.0
2023-07-18 20:00:00,0.0,6.0,0.04,0.0
2023-07-18 21:00:00,0.0,6.8,0.04,0.0
2023-07-18 22:00:00,0.0,9.7,0.07,0.0
2023-07-18 23:00:00,0.0,4.7,0.03,0.0
2023-07-19 00:00:00,0.0,4.4,0.01,0.0
2023-07-19 01:00:00,0.0,11.6,0.04,0.0
2023-07-19 02:00:00,0.0,12.3,0.03,0.0
2023-07-19 03:00:00,0.0,13.2,0.03,0.0
2023-07-19 04:00:00,0.0,6.7,0.03,0.0
2023-07-19 05:00:00,0.0,9.0,0.05,46.0
2023-07-19 06:00:00,0.0,10.1,0.15,176.0
2023-07-19 07:00:00,0.0,12.9,0.27,338.0
2023-07-19 08:00:00,0.0,12.5,0.38,480.0
2023-07-19 09:00:00,0.0,11.0,0.42,509.0
2023-07-19 10:00:00,0.0,8.0,0.49,610.0
2023-07-19 11:00:00,0.0,6.9,0.67,848.0
2023-07-19 12:00:00,0.0,6.8,0.69,866.0
2023-07-19 13:00:00,2.1,23.6,0.45,559.0
2023-07-19 14:00:00,0.4,13.8,0.27,326.0
2023-07-19 15:00:00,0.0,11.6,0.48,602.0
2023-07-19 16:00:00,0.0,4.2,0.26,306.0
2023-07-19 17:00:00,0.0,1.6,0.11,131.0
2023-07-19 18:00:00,0.0,4.7,0.09,70.0
2023-07-19 19:00:00,0.0,5.5,0.04,30.0
2023-07-19 20:00:00,0.0,7.9,0.02,0.0
2023-07-19 21:00:00,0.0,8.0,0.01,0.0
2023-07-19 22:00:00,0.0,9.1,0.02,0.0
2023-07-19 23:00:00,0.0,9.3,0.03,0.0
2023-07-20 00:00:00,0.0,14.2,0.03,0.0
2023-07-20 01:00:00,5.4,9.8,0.01,0.0
2023-07-20 02:00:00,0.0,14.1,0.02,0.0
2023-07-20 03:00:00,0.0,10.3,0.0,0.0
2023-07-20 04:00:00,0.0,10.2,0.02,0.0
2023-07-20 05:00:00,0.0,5.1,0.02,43.0
2023-07-20 06:00:00,0.0,10.0,0.1,153.0
2023-07-20 07:00:00,0.0,7.4,0.2,303.0
2023-07-20 08:00:00,0.0,5.3,0.33,485.0
2023-07-20 09:00:00,0.0,1.8,0.46,654.0
2023-07-20 10:00:00,0.0,3.3,0.55,761.0
2023-07-20 11:00:00,0.0,5.2,0.63,839.0
2023-07-20 12:00:00,0.0,9.5,0.67,858.0
2023-07-20 13:00:00,0.0,9.3,0.64,807.0
2023-07-20 14:00:00,0.0,6.5,0.55,682.0
2023-07-20 15:00:00,0.0,8.0,0.49,588.0
2023-07-20 16:00:00,0.0,2.5,0.31,403.0
2023-07-20 17:00:00,0.0,6.5,0.24,256.0
2023-07-20 18:00:00,0.0,9.2,0.17,123.0
2023-07-20 19:00:00,0.0,12.4,0.12,28.0
2023-07-20 20:00:00,0.0,10.4,0.08,0.0
2023-07-20 21:00:00,0.0,5.4,0.03,0.0
2023-07-20 22:00:00,0.0,13.1,0.08,0.0
2023-07-20 23:00:00,0.0,8.9,0.04,0.0
2023-07-21 00:00:00,0.6,14.0,0.05,0.0
2023-07-21 01:00:00,0.0,5.6,0.01,0.0
2023-07-21 02:00:00,0.0,5.9,0.01,0.0
2023-07-21 03:00:00,0.0,3.9,0.0,0.0
2023-07-21 04:00:00,0.0,4.0,0.02,0.0
2023-07-21 05:00:00,0.0,3.3,0.03,44.0
2023-07-21 06:00:00,0.0,5.0,0.12,175.0
2023-07-21 07:00:00,0.0,13.0,0.25,337.0
2023-07-21 08:00:00,0.0,17.6,0.36,453.0
2023-07-21 09:00:00,0.0,12.8,0.39,508.0
2023-07-21 10:00:00,0.0,12.2,0.43,537.0
2023-07-21 11:00:00,0.1,5.9,0.43,565.0
2023-07-21 12:00:00,0.0,19.5,0.42,592.0
2023-07-21 13:00:00,0.0,10.7,0.52,723.0
2023-07-21 14:00:00,0.0,13.2,0.4,506.0
2023-07-21 15:00:00,0.0,10.7,0.43,557.0
2023-07-21 16:00:00,0.0,14.0,0.33,420.0
2023-07-21 17:00:00,0.0,6.8,0.21,268.0
2023-07-21 18:00:00,0.0,7.2,0.13,141.0
2023-07-21 19:00:00,0.0,4.5,0.04,27.0
2023-07-21 20:00:00,0.2,7.1,0.02,0.0
2023-07-21 21:00:00,0.0,6.6,0.02,0.0
2023-07-21 22:00:00,0.0,4.0,0.0,0.0
2023-07-21 23:00:00,0.0,6.4,0.0,0.0
2023-07-22 00:00:00,0.0,7.9,0.0,0.0
2023-07-22 01:00:00,0.0,14.8,0.01,0.0
2023-07-22 02:00:00,0.0,4.0,0.0,0.0
2023-07-22 03:00:00,0.0,8.8,0.0,0.0
2023-07-22 04:00:00,0.0,0.7,0.01,0.0
2023-07-22 05:00:00,0.0,3.8,0.02,40.0
2023-07-22 06:00:00,0.0,7.9,0.09,151.0
2023-07-22 07:00:00,1.7,5.0,0.14,205.0
2023-07-22 08:00:00,0.5,2.7,0.14,202.0
2023-07-22 09:00:00,0.0,4.9,0.25,360.0
2023-07-22 10:00:00,0.1,7.5,0.38,529.0
2023-07-22 11:00:00,0.1,6.3,0.35,482.0
2023-07-22 12:00:00,0.4,1.8,0.18,225.0
2023-07-22 13:00:00,0.9,17.8,0.53,748.0
2023-07-22 14:00:00,1.3,11.3,0.33,428.0
2023-07-22 15:00:00,0.0,7.2,0.43,587.0
2023-07-22 16:00:00,0.0,6.4,0.33,433.0
2023-07-22 17:00:00,0.0,6.8,0.24,298.0
2023-07-22 18:00:00,0.0,4.8,0.12,141.0
2023-07-22 19:00:00,0.0,7.3,0.05,28.0
2023-07-22 20:00:00,0.0,8.5,0.04,0.0
2023-07-22 21:00:00,0.0,7.6,0.02,0.0
2023-07-22 22:00:00,0.0,7.5,0.01,0.0
2023-07-22 23:00:00,0.0,3.5,0.0,0.0
2023-07-23 00:00:00,0.0,10.2,0.05,0.0
2023-07-23 01:00:00,0.0,16.9,0.05,0.0
2023-07-23 02:00:00,0.0,13.2,0.01,0.0
2023-07-23 03:00:00,0.0,11.6,0.0,0.0
2023-07-23 04:00:00,0.0,11.2,0.02,0.0
2023-07-23 05:00:00,0.0,13.0,0.04,34.0
2023-07-23 06:00:00,0.0,7.1,0.09,131.0
2023-07-23 07:00:00,0.0,4.7,0.19,282.0
2023-07-23 08:00:00,0.0,4.5,0.34,501.0
2023-07-23 09:00:00,0.0,4.4,0.45,647.0
2023-07-23 10:00:00,0.0,6.6,0.52,708.0
2023-07-23 11:00:00,0.0,8.4,0.59,792.0
2023-07-23 12:00:00,0.0,5.0,0.6,793.0
2023-07-23 13:00:00,0.0,3.9,0.59,777.0
2023-07-23 14:00:00,0.0,3.8,0.51,653.0
2023-07-23 15:00:00,0.0,2.7,0.46,597.0
2023-07-23 16:00:00,0.0,8.1,0.41,447.0
2023-07-23 17:00:00,0.0,13.6,0.35,306.0
2023-07-23 18:00:00,0.0,10.7,0.2,143.0
2023-07-23 19:00:00,0.0,12.4,0.14,26.0
2023-07-23 20:00:00,0.0,15.3,0.14,0.0
2023-07-23 21:00:00,0.0,12.1,0.11,0.0
2023-07-23 22:00:00,0.0,8.9,0.07,0.0
2023-07-23 23:00:00,0.0,7.2,0.04,0.0
2023-07-24 00:00:00,0.0,8.4,0.05,0.0
2023-07-24 01:00:00,0.0,10.1,0.06,0.0
2023-07-24 02:00:00,0.0,6.7,0.04,0.0
2023-07-24 03:00:00,0.0,5.4,0.02,0.0
2023-07-24 04:00:00,0.0,6.5,0.02,0.0
2023-07-24 05:00:00,0.0,4.0,0.04,38.0
2023-07-24 06:00:00,0.1,4.0,0.07,48.0
2023-07-24 07:00:00,0.0,1.8,0.21,335.0
2023-07-24 08:00:00,0.0,6.0,0.36,501.0
2023-07-24 09:00:00,0.0,7.4,0.47,631.0
2023-07-24 10:00:00,0.3,2.9,0.38,504.0
2023-07-24 11:00:00,0.2,8.4,0.37,450.0
2023-07-24 12:00:00,0.0,10.3,0.63,828.0
2023-07-24 13:00:00,0.0,12.7,0.59,716.0
2023-07-24 14:00:00,0.0,13.7,0.6,703.0
2023-07-24 15:00:00,0.0,10.9,0.46,506.0
2023-07-24 16:00:00,0.0,18.4,0.22,124.0
2023-07-24 17:00:00,0.0,10.0,0.22,237.0
2023-07-24 18:00:00,0.0,13.1,0.15,101.0
2023-07-24 19:00:00,0.0,14.7,0.09,22.0
2023-07-24 20:00:00,0.0,9.9,0.04,0.0
2023-07-24 21:00:00,0.0,11.6,0.05,0.0
2023-07-24 22:00:00,0.0,14.3,0.06,0.0
2023-07-24 23:00:00,0.0,11.4,0.05,0.0
2023-07-25 00:00:00,0.0,1.8,0.0,0.0
2023-07-25 01:00:00,0.0,2.5,0.0,0.0
2023-07-25 02:00:00,0.0,18.1,0.05,0.0
2023-07-25 03:00:00,0.0,8.8,0.01,0.0
2023-07-25 04:00:00,0.0,5.2,0.0,0.0
2023-07-25 05:00:00,0.0,7.0,0.04,9.0
2023-07-25 06:00:00,0.0,3.5,0.05,51.0
2023-07-25 07:00:00,0.0,14.8,0.13,148.0
2023-07-25 08:00:00,0.0,7.2,0.09,90.0
2023-07-25 09:00:00,0.0,3.1,0.27,399.0
2023-07-25 10:00:00,0.0,4.8,0.31,424.0
2023-07-25 11:00:00,0.0,3.8,0.49,675.0
2023-07-25 12:00:00,0.3,3.2,0.43,628.0
2023-07-25 13:00:00,0.0,1.5,0.34,467.0
2023-07-25 14:00:00,0.0,3.9,0.41,560.0
2023-07-25 15:00:00,0.0,6.5,0.34,422.0
2023-07-25 16:00:00,0.0,15.0,0.38,357.0
2023-07-25 17:00:00,0.0,18.6,0.31,232.0
2023-07-25 18:00:00,0.0,12.6,0.19,127.0
2023-07-25 19:00:00,0.0,11.1,0.1,23.0
2023-07-25 20:00:00,0.0,11.9,0.08,0.0
2023-07-25 21:00:00,0.0,14.9,0.08,0.0
2023-07-25 22:00:00,2.5,5.8,0.01,0.0
2023-07-25 23:00:00,4.6,8.9,0.0,0.0
2023-07-26 00:00:00,0.0,4.7,0.01,0.0
2023-07-26 01:00:00,0.0,5.2,0.0,0.0
2023-07-26 02:00:00,0.0,7.4,0.0,0.0
2023-07-26 03:00:00,0.0,9.1,0.04,0.0
2023-07-26 04:00:00,0.4,4.7,0.02,0.0
2023-07-26 05:00:00,0.0,5.1,0.04,37.0
2023-07-26 06:00:00,0.0,10.2,0.15,169.0
2023-07-26 07:00:00,0.0,4.2,0.2,306.0
2023-07-26 08:00:00,0.0,5.6,0.32,483.0
2023-07-26 09:00:00,0.0,4.7,0.44,648.0
2023-07-26 10:00:00,0.0,4.9,0.52,764.0
2023-07-26 11:00:00,0.0,5.9,0.58,815.0
2023-07-26 12:00:00,0.1,1.9,0.58,821.0
2023-07-26 13:00:00,0.0,4.1,0.55,754.0
2023-07-26 14:00:00,0.0,7.9,0.56,725.0
2023-07-26 15:00:00,0.0,10.4,0.52,646.0
2023-07-26 16:00:00,0.0,11.8,0.43,487.0
2023-07-26 17:00:00,0.0,15.6,0.35,308.0
2023-07-26 18:00:00,0.0,11.2,0.2,145.0
2023-07-26 19:00:00,0.0,6.4,0.07,24.0
2023-07-26 20:00:00,0.0,7.5,0.05,0.0
2023-07-26 21:00:00,0.0,8.9,0.05,0.0
2023-07-26 22:00:00,0.0,9.8,0.05,0.0
2023-07-26 23:00:00,0.0,8.4,0.03,0.0
2023-07-27 00:00:00,0.0,14.2,0.05,0.0
2023-07-27 01:00:00,0.0,12.1,0.03,0.0
2023-07-27 02:00:00,0.0,9.2,0.01,0.0
2023-07-27 03:00:00,0.0,10.6,0.01,0.0
2023-07-27 04:00:00,0.0,8.8,0.0,0.0
2023-07-27 05:00:00,0.0,7.3,0.02,36.0
2023-07-27 06:00:00,0.0,7.7,0.1,163.0
2023-07-27 07:00:00,0.0,9.2,0.2,326.0
2023-07-27 08:00:00,0.0,10.1,0.32,499.0
2023-07-27 09:00:00,0.0,9.0,0.43,648.0
2023-07-27 10:00:00,0.0,8.6,0.53,767.0
2023-07-27 11:00:00,0.0,7.6,0.6,837.0
2023-07-27 12:00:00,0.0,6.9,0.56,786.0
2023-07-27 13:00:00,0.0,4.0,0.53,731.0
2023-07-27 14:00:00,0.0,4.3,0.42,570.0
2023-07-27 15:00:00,0.0,4.7,0.36,478.0
2023-07-27 16:00:00,0.0,7.3,0.33,422.0
2023-07-27 17:00:00,0.0,12.6,0.27,296.0
2023-07-27 18:00:00,0.0,14.7,0.18,136.0
2023-07-27 19:00:00,0.0,4.7,0.04,22.0
2023-07-27 20:00:00,0.0,4.7,0.02,0.0
2023-07-27 21:00:00,0.0,2.3,0.0,0.0
2023-07-27 22:00:00,0.0,5.0,0.01,0.0
2023-07-27 23:00:00,0.0,3.9,0.0,0.0
2023-07-28 00:00:00,0.0,3.4,0.0,0.0
2023-07-28 01:00:00,0.0,4.7,0.0,0.0
2023-07-28 02:00:00,0.0,7.9,0.02,0.0
2023-07-28 03:00:00,0.0,9.2,0.03,0.0
2023-07-28 04:00:00,0.0,7.0,0.02,0.0
2023-07-28 05:00:00,0.0,7.3,0.04,29.0
2023-07-28 06:00:00,0.0,5.9,0.1,166.0
2023-07-28 07:00:00,0.0,7.4,0.2,288.0
2023-07-28 08:00:00,0.0,6.3,0.31,452.0
2023-07-28 09:00:00,0.0,6.0,0.45,640.0
2023-07-28 10:00:00,0.0,7.6,0.56,767.0
2023-07-28 11:00:00,0.0,9.0,0.63,807.0
2023-07-28 12:00:00,0.0,3.3,0.57,777.0
2023-07-28 13:00:00,0.0,10.1,0.56,691.0
2023-07-28 14:00:00,0.0,7.7,0.57,738.0
2023-07-28 15:00:00,0.0,9.5,0.48,587.0
2023-07-28 16:00:00,0.0,20.2,0.42,396.0
2023-07-28 17:00:00,0.0,23.0,0.28,179.0
2023-07-28 18:00:00,0.0,19.9,0.21,127.0
2023-07-28 19:00:00,0.0,18.9,0.13,19.0
2023-07-28 20:00:00,0.0,17.2,0.1,0.0
2023-07-28 21:00:00,0.0,16.2,0.08,0.0
2023-07-28 22:00:00,0.0,14.7,0.06,0.0
2023-07-28 23:00:00,0.0,12.3,0.05,0.0
2023-07-29 00:00:00,0.0,12.8,0.05,0.0
2023-07-29 01:00:00,0.0,10.9,0.03,0.0
2023-07-29 02:00:00,0.0,9.7,0.02,0.0
2023-07-29 03:00:00,0.0,8.5,0.02,0.0
2023-07-29 04:00:00,0.0,7.9,0.01,0.0
2023-07-29 05:00:00,0.0,1.3,0.01,32.0
2023-07-29 06:00:00,0.0,0.7,0.09,156.0
2023-07-29 07:00:00,0.0,2.3,0.21,322.0
2023-07-29 08:00:00,0.0,3.0,0.33,491.0
2023-07-29 09:00:00,0.0,0.8,0.45,645.0
2023-07-29 10:00:00,0.0,3.3,0.49,670.0
2023-07-29 11:00:00,0.0,5.0,0.54,702.0
2023-07-29 12:00:00,0.0,3.6,0.6,808.0
2023-07-29 13:00:00,0.0,5.0,0.56,723.0
2023-07-29 14:00:00,0.0,6.9,0.55,690.0
2023-07-29 15:00:00,0.0,13.6,0.51,554.0
2023-07-29 16:00:00,0.0,21.0,0.43,371.0
2023-07-29 17:00:00,0.0,21.4,0.34,248.0
2023-07-29 18:00:00,0.0,17.5,0.22,117.0
2023-07-29 19:00:00,0.0,17.9,0.15,19.0
2023-07-29 20:00:00,0.0,19.7,0.14,0.0
2023-07-29 21:00:00,0.0,18.6,0.12,0.0
2023-07-29 22:00:00,0.0,19.1,0.11,0.0
2023-07-29 23:00:00,0.0,19.7,0.11,0.0
2023-07-30 00:00:00,0.0,13.1,0.06,0.0
2023-07-30 01:00:00,0.0,10.2,0.03,0.0
2023-07-30 02:00:00,0.0,11.0,0.03,0.0
2023-07-30 03:00:00,0.0,8.3,0.02,0.0
2023-07-30 04:00:00,0.0,6.2,0.01,0.0
2023-07-30 05:00:00,0.0,5.9,0.03,31.0
2023-07-30 06:00:00,0.0,3.6,0.1,155.0
2023-07-30 07:00:00,0.0,4.9,0.21,319.0
2023-07-30 08:00:00,0.0,5.6,0.34,490.0
2023-07-30 09:00:00,0.0,5.3,0.46,643.0
2023-07-30 10:00:00,0.0,4.4,0.55,751.0
2023-07-30 11:00:00,0.0,3.4,0.59,798.0
2023-07-30 12:00:00,0.0,4.7,0.6,807.0
2023-07-30 13:00:00,0.0,4.4,0.56,730.0
2023-07-30 14:00:00,0.0,1.6,0.48,645.0
2023-07-30 15:00:00,0.0,1.0,0.4,538.0
2023-07-30 16:00:00,0.0,2.4,0.3,397.0
2023-07-30 17:00:00,0.0,2.5,0.2,260.0
2023-07-30 18:00:00,0.0,2.5,0.09,117.0
2023-07-30 19:00:00,0.0,7.1,0.07,18.0
2023-07-30 20:00:00,0.0,8.7,0.05,0.0
2023-07-30 21:00:00,0.0,5.4,0.02,0.0
2023-07-30 22:00:00,0.0,5.6,0.02,0.0
2023-07-30 23:00:00,0.0,5.1,0.01,0.0
2023-07-31 00:00:00,0.0,10.3,0.04,0.0
2023-07-31 01:00:00,0.0,8.0,0.03,0.0
2023-07-31 02:00:00,0.0,6.7,0.01,0.0
2023-07-31 03:00:00,0.0,5.6,0.0,0.0
2023-07-31 04:00:00,0.0,7.2,0.01,0.0
2023-07-31 05:00:00,0.0,8.3,0.03,29.0
2023-07-31 06:00:00,0.0,9.6,0.11,149.0
2023-07-31 07:00:00,0.0,11.9,0.22,290.0
2023-07-31 08:00:00,0.0,10.5,0.28,359.0
2023-07-31 09:00:00,0.0,10.2,0.39,506.0
2023-07-31 10:00:00,0.0,9.2,0.51,671.0
2023-07-31 11:00:00,0.0,9.5,0.6,772.0
2023-07-31 12:00:00,0.0,7.2,0.58,765.0
2023-07-31 13:00:00,0.0,5.1,0.5,641.0
2023-07-31 14:00:00,0.0,4.4,0.51,658.0
2023-07-31 15:00:00,0.0,4.6,0.44,573.0
2023-07-31 16:00:00,0.0,7.0,0.35,416.0
2023-07-31 17:00:00,0.0,7.4,0.24,261.0
2023-07-31 18:00:00,0.0,7.3,0.14,111.0
2023-07-31 19:00:00,0.0,6.5,0.06,15.0
2023-07-31 20:00:00,0.0,5.3,0.02,0.0
2023-07-31 21:00:00,0.0,1.8,0.0,0.0
2023-07-31 22:00:00,0.0,3.6,0.01,0.0
2023-07-31 23:00:00,0.0,3.3,0.0,0.0
2023-08-01 00:00:00,0.0,4.8,0.01,0.0
2023-08-01 01:00:00,0.0,6.6,0.03,0.0
2023-08-01 02:00:00,0.0,4.7,0.02,0.0
2023-08-01 03:00:00,0.0,5.4,0.03,0.0
2023-08-01 04:00:00,0.0,6.1,0.03,0.0
2023-08-01 05:00:00,0.0,8.0,0.06,25.0
2023-08-01 06:00:00,0.0,7.1,0.12,140.0
2023-08-01 07:00:00,0.0,9.8,0.21,223.0
2023-08-01 08:00:00,0.0,11.2,0.3,336.0
2023-08-01 09:00:00,0.0,12.6,0.45,556.0
2023-08-01 10:00:00,0.0,14.3,0.6,748.0
2023-08-01 11:00:00,0.0,20.4,0.69,818.0
2023-08-01 12:00:00,0.0,19.6,0.55,609.0
2023-08-01 13:00:00,0.0,18.6,0.64,757.0
2023-08-01 14:00:00,0.0,20.0,0.59,625.0
2023-08-01 15:00:00,0.0,20.1,0.54,556.0
2023-08-01 16:00:00,0.0,20.9,0.43,402.0
2023-08-01 17:00:00,0.0,17.9,0.29,220.0
2023-08-01 18:00:00,0.0,10.9,0.16,101.0
2023-08-01 19:00:00,0.0,8.9,0.08,16.0
2023-08-01 20:00:00,0.0,10.7,0.07,0.0
2023-08-01 21:00:00,0.0,12.5,0.08,0.0
2023-08-01 22:00:00,0.0,8.9,0.05,0.0
2023-08-01 23:00:00,0.0,4.4,0.01,0.0
2023-08-02 00:00:00,0.0,7.8,0.03,0.0
2023-08-02 01:00:00,0.0,5.9,0.01,0.0
2023-08-02 02:00:00,0.0,3.8,0.0,0.0
2023-08-02 03:00:00,0.0,13.7,0.04,0.0
2023-08-02 04:00:00,0.0,12.8,0.01,0.0
2023-08-02 05:00:00,0.0,14.5,0.03,26.0
2023-08-02 06:00:00,0.0,14.3,0.1,144.0
2023-08-02 07:00:00,0.0,12.6,0.21,304.0
2023-08-02 08:00:00,0.0,10.0,0.32,457.0
2023-08-02 09:00:00,0.0,9.0,0.43,591.0
2023-08-02 10:00:00,0.0,9.0,0.55,748.0
2023-08-02 11:00:00,0.0,8.1,0.61,821.0
2023-08-02 12:00:00,0.0,7.0,0.58,796.0
2023-08-02 13:00:00,0.0,1.5,0.55,739.0
2023-08-02 14:00:00,0.0,8.1,0.52,638.0
2023-08-02 15:00:00,0.0,17.8,0.54,559.0
2023-08-02 16:00:00,0.0,17.3,0.44,433.0
2023-08-02 17:00:00,0.0,13.6,0.3,277.0
2023-08-02 18:00:00,0.0,8.0,0.14,123.0
2023-08-02 19:00:00,0.0,6.6,0.06,16.0
2023-08-02 20:00:00,0.0,5.5,0.03,0.0
2023-08-02 21:00:00,0.0,8.3,0.05,0.0
2023-08-02 22:00:00,0.0,7.6,0.04,0.0
2023-08-02 23:00:00,0.0,5.2,0.02,0.0
2023-08-03 00:00:00,0.0,4.7,0.02,0.0
2023-08-03 01:00:00,0.0,6.3,0.02,0.0
2023-08-03 02:00:00,0.0,5.2,0.01,0.0
2023-08-03 03:00:00,0.0,6.9,0.03,0.0
2023-08-03 04:00:00,0.0,8.0,0.03,0.0
2023-08-03 05:00:00,0.0,7.4,0.04,24.0
2023-08-03 06:00:00,0.0,7.3,0.11,134.0
2023-08-03 07:00:00,0.0,11.8,0.23,268.0
2023-08-03 08:00:00,0.0,4.2,0.3,405.0
2023-08-03 09:00:00,0.0,5.9,0.41,535.0
2023-08-03 10:00:00,0.0,16.1,0.58,689.0
2023-08-03 11:00:00,0.0,18.1,0.58,687.0
2023-08-03 12:00:00,0.0,33.7,0.68,750.0
2023-08-03 13:00:00,0.0,30.2,0.56,586.0
2023-08-03 14:00:00,0.0,22.8,0.54,569.0
2023-08-03 15:00:00,0.0,22.9,0.41,366.0
2023-08-03 16:00:00,0.0,19.5,0.33,272.0
2023-08-03 17:00:00,0.0,17.9,0.29,239.0
2023-08-03 18:00:00,0.0,21.6,0.22,109.0
2023-08-03 19:00:00,0.0,21.1,0.18,11.0
2023-08-03 20:00:00,0.0,13.9,0.12,0.0
2023-08-03 21:00:00,0.0,5.9,0.04,0.0
2023-08-03 22:00:00,0.0,10.2,0.08,0.0
2023-08-03 23:00:00,0.0,6.0,0.04,0.0
2023-08-04 00:00:00,0.0,5.8,0.04,0.0
2023-08-04 01:00:00,0.0,5.7,0.03,0.0
2023-08-04 02:00:00,0.0,8.0,0.04,0.0
2023-08-04 03:00:00,0.0,6.4,0.02,0.0
2023-08-04 04:00:00,0.0,6.1,0.02,0.0
2023-08-04 05:00:00,0.0,3.4,0.02,25.0
2023-08-04 06:00:00,0.0,2.2,0.08,125.0
2023-08-04 07:00:00,0.0,1.1,0.15,221.0
2023-08-04 08:00:00,0.0,5.0,0.3,395.0
2023-08-04 09:00:00,0.0,4.1,0.41,559.0
2023-08-04 10:00:00,0.0,6.5,0.35,417.0
2023-08-04 11:00:00,0.0,7.6,0.35,377.0
2023-08-04 12:00:00,0.0,12.7,0.44,476.0
2023-08-04 13:00:00,0.0,9.2,0.49,587.0
2023-08-04 14:00:00,0.0,12.5,0.38,371.0
2023-08-04 15:00:00,0.0,11.2,0.26,186.0
2023-08-04 16:00:00,0.0,9.7,0.19,99.0
2023-08-04 17:00:00,0.0,7.4,0.14,57.0
2023-08-04 18:00:00,0.0,21.7,0.09,27.0
2023-08-04 19:00:00,0.0,4.8,0.02,7.0
2023-08-04 20:00:00,0.2,4.3,0.0,0.0
2023-08-04 21:00:00,1.4,7.7,0.0,0.0
2023-08-04 22:00:00,3.8,6.9,0.0,0.0
2023-08-04 23:00:00,2.3,7.4,0.0,0.0
2023-08-05 00:00:00,1.7,13.5,0.0,0.0
2023-08-05 01:00:00,0.9,6.9,0.0,0.0
2023-08-05 02:00:00,1.6,9.1,0.0,0.0
2023-08-05 03:00:00,3.1,9.2,0.0,0.0
2023-08-05 04:00:00,2.0,15.0,0.01,0.0
2023-08-05 05:00:00,1.4,3.2,0.02,4.0
2023-08-05 06:00:00,0.9,3.1,0.04,44.0
2023-08-05 07:00:00,0.1,6.5,0.05,46.0
2023-08-05 08:00:00,0.0,12.6,0.07,64.0
2023-08-05 09:00:00,0.0,13.9,0.22,328.0
2023-08-05 10:00:00,0.0,11.3,0.41,607.0
2023-08-05 11:00:00,0.0,11.2,0.52,760.0
2023-08-05 12:00:00,0.0,12.6,0.37,521.0
2023-08-05 13:00:00,0.0,8.1,0.49,713.0
2023-08-05 14:00:00,0.0,8.5,0.47,671.0
2023-08-05 15:00:00,0.0,11.5,0.4,529.0
2023-08-05 16:00:00,0.0,11.4,0.33,412.0
2023-08-05 17:00:00,0.0,11.9,0.22,238.0
2023-08-05 18:00:00,0.0,10.5,0.12,110.0
2023-08-05 19:00:00,0.0,11.3,0.07,12.0
2023-08-05 20:00:00,0.0,9.0,0.04,0.0
2023-08-05 21:00:00,0.0,8.3,0.03,0.0
2023-08-05 22:00:00,0.0,7.2,0.02,0.0
2023-08-05 23:00:00,0.0,5.9,0.01,0.0
2023-08-06 00:00:00,0.0,7.2,0.02,0.0
2023-08-06 01:00:00,0.0,7.1,0.03,0.0
2023-08-06 02:00:00,0.0,10.3,0.04,0.0
2023-08-06 03:00:00,0.0,10.0,0.03,0.0
2023-08-06 04:00:00,0.0,10.1,0.02,0.0
2023-08-06 05:00:00,0.0,10.2,0.05,21.0
2023-08-06 06:00:00,0.0,7.1,0.09,124.0
2023-08-06 07:00:00,0.0,6.9,0.2,307.0
2023-08-06 08:00:00,0.0,7.7,0.33,490.0
2023-08-06 09:00:00,0.0,7.5,0.44,648.0
2023-08-06 10:00:00,0.0,12.9,0.54,758.0
2023-08-06 11:00:00,0.0,21.3,0.67,802.0
2023-08-06 12:00:00,0.0,20.1,0.68,799.0
2023-08-06 13:00:00,0.0,22.3,0.72,856.0
2023-08-06 14:00:00,0.0,22.2,0.68,763.0
2023-08-06 15:00:00,0.0,21.6,0.6,637.0
2023-08-06 16:00:00,0.0,20.3,0.49,473.0
2023-08-06 17:00:00,0.0,14.2,0.32,293.0
2023-08-06 18:00:00,0.0,12.0,0.19,122.0
2023-08-06 19:00:00,0.0,13.9,0.15,12.0
2023-08-06 20:00:00,0.0,16.6,0.16,0.0
2023-08-06 21:00:00,0.0,17.1,0.16,0.0
2023-08-06 22:00:00,0.0,14.8,0.13,0.0
2023-08-06 23:00:00,0.0,11.0,0.08,0.0
