ts,line,soil_moisture,current_volume,air_temp,air_humidity,pressure
2023-06-29 06:10:31.396,1,28.45,0,24.5,61.0,1010.7
2023-06-29 13:01:27.513,1,24.8,0,41.2,39.5,1010.9
2023-06-29 13:11:28.886,1,25.17,0,40.2,46.0,1010.8
2023-06-29 13:19:01.630,1,6.81,0,39.7,38.0,1010.6
2023-06-29 13:29:02.669,1,23.82,0,39.4,35.0,1010.6
2023-06-29 13:39:04.017,1,23.5,0,39.8,33.0,1010.3
2023-06-29 13:49:05.390,1,23.41,0,38.7,32.5,1010.1
2023-06-29 13:59:06.776,1,23.41,30,40.6,30.0,1010.1
2023-06-29 14:04:16.101,2,31.9,0,40.6,30.0,1010.1
2023-06-29 14:09:08.127,1,23.35,31,35.9,31.5,1010.0
2023-06-29 14:14:17.491,2,31.9,0,35.9,31.5,1010.0
2023-06-29 14:19:09.488,1,23.35,31,34.9,35.0,1009.9
2023-06-29 14:24:18.856,2,31.74,0,34.9,35.0,1009.9
2023-06-29 14:29:10.853,1,23.35,31,34.7,35.0,1009.9
2023-06-29 14:34:20.229,2,31.74,0,34.7,35.0,1009.9
2023-06-29 14:39:12.222,1,23.35,31,34.2,34.5,1009.7
2023-06-29 14:49:13.603,1,23.35,31,33.6,35.0,1009.7
2023-06-29 14:54:22.965,2,31.61,0,33.6,35.0,1009.7
2023-06-29 14:59:14.968,1,23.29,31,33.8,35.0,1009.6
2023-06-29 15:04:24.328,2,31.55,0,33.8,35.0,1009.6
2023-06-29 15:09:16.334,1,23.29,31,34.2,35.0,1009.5
2023-06-29 15:14:25.689,2,31.48,0,34.2,35.0,1009.5
2023-06-29 15:19:17.704,1,23.29,31,34.5,34.5,1009.4
2023-06-29 15:24:27.071,2,31.48,0,34.5,34.5,1009.4
2023-06-29 15:29:19.060,1,23.35,31,34.5,36.0,1009.2
2023-06-29 15:34:28.426,2,31.41,0,34.5,36.0,1009.2
2023-06-29 15:39:20.427,1,23.35,93,34.6,35.5,1009.2
2023-06-29 15:44:29.799,2,31.41,84,34.6,35.5,1009.2
2023-06-29 15:49:21.805,1,23.29,130,34.6,35.0,1009.0
2023-06-29 15:54:31.159,2,31.41,137,34.6,35.0,1009.0
2023-06-29 15:59:23.162,1,23.35,154,34.2,35.5,1009.1
2023-06-29 16:04:32.525,2,31.41,165,34.2,35.5,1009.1
2023-06-29 16:06:26.464,3,44.38,0,34.2,35.5,1009.1
2023-06-29 16:09:24.532,1,23.35,154,33.9,36.5,1009.1
2023-06-29 16:14:33.890,2,31.35,165,33.9,36.5,1009.1
2023-06-29 16:16:27.828,3,44.29,0,33.9,36.5,1009.1
2023-06-29 16:19:25.895,1,23.35,154,33.9,37.0,1009.1
2023-06-29 16:24:35.258,2,31.35,165,33.9,37.0,1009.1
2023-06-29 16:26:29.206,3,44.29,0,33.9,37.0,1009.1
2023-06-29 16:29:27.263,1,23.35,154,33.9,35.0,1009.2
2023-06-29 16:34:36.631,2,31.35,165,33.9,35.0,1009.2
2023-06-29 16:36:30.572,3,44.29,0,33.9,35.0,1009.2
2023-06-29 16:39:28.641,1,23.35,154,33.9,34.5,1009.0
2023-06-29 16:44:37.971,2,31.35,165,33.9,34.5,1009.0
2023-06-29 16:46:31.934,3,44.18,0,33.9,34.5,1009.0
2023-06-29 16:49:30.003,1,23.35,154,34.0,35.0,1009.0
2023-06-29 16:54:39.343,2,31.21,165,34.0,35.0,1009.0
2023-06-29 16:56:33.297,3,44.18,0,34.0,35.0,1009.0
2023-06-29 16:59:31.362,1,23.35,154,33.2,37.0,1008.9
2023-06-29 17:04:40.707,2,31.21,165,33.2,37.0,1008.9
2023-06-29 17:06:34.667,3,44.18,0,33.2,37.0,1008.9
2023-06-29 17:09:32.742,1,23.29,154,33.1,36.5,1008.9
2023-06-29 17:14:42.065,2,31.21,165,33.1,36.5,1008.9
2023-06-29 17:16:36.022,3,43.99,0,33.1,36.5,1008.9
2023-06-29 17:19:34.099,1,23.29,154,32.7,38.0,1008.9
2023-06-29 17:24:43.421,2,31.21,165,32.7,38.0,1008.9
2023-06-29 17:26:37.382,3,43.99,0,32.7,38.0,1008.9
2023-06-29 17:29:35.473,1,23.35,154,31.7,38.0,1009.0
2023-06-29 17:34:44.780,2,31.21,165,31.7,38.0,1009.0
2023-06-29 17:36:38.749,3,43.99,0,31.7,38.0,1009.0
2023-06-29 17:39:36.825,1,23.29,154,30.7,40.0,1009.1
2023-06-29 17:44:46.155,2,31.21,165,30.7,40.0,1009.1
2023-06-29 17:46:40.106,3,43.99,0,30.7,40.0,1009.1
2023-06-29 17:49:38.197,1,23.29,154,29.3,46.0,1009.1
2023-06-29 17:54:47.511,2,31.21,165,29.3,46.0,1009.1
2023-06-29 17:56:41.470,3,43.99,0,29.3,46.0,1009.1
2023-06-29 17:59:39.551,1,23.29,154,28.4,44.5,1009.2
2023-06-29 18:04:48.871,2,31.13,165,28.4,44.5,1009.2
2023-06-29 18:09:40.921,1,23.24,154,27.8,45.5,1009.2
2023-06-29 18:14:50.235,2,31.13,165,27.8,45.5,1009.2
2023-06-29 18:19:42.291,1,23.29,154,27.7,47.5,1009.2
2023-06-29 18:24:51.610,2,31.13,165,27.7,47.5,1009.2
2023-06-29 18:26:45.563,3,43.89,0,27.7,47.5,1009.2
2023-06-29 18:29:43.659,1,23.29,154,27.3,46.0,1009.3
2023-06-29 18:34:52.951,2,31.13,165,27.3,46.0,1009.3
2023-06-29 18:36:46.931,3,43.79,0,27.3,46.0,1009.3
2023-06-29 18:39:45.015,1,23.29,154,27.0,46.5,1009.2
2023-06-29 18:44:54.320,2,31.13,165,27.0,46.5,1009.2
2023-06-29 18:49:46.384,1,23.24,154,26.4,46.0,1009.2
2023-06-29 18:54:55.700,2,31.13,165,26.4,46.0,1009.2
2023-06-29 18:56:49.638,3,43.79,0,26.1,47.0,1009.2
2023-06-29 18:59:47.772,1,23.24,154,26.1,47.0,1009.2
2023-06-29 19:04:57.045,2,31.07,165,26.1,47.0,1009.2
2023-06-29 19:06:51.005,3,43.69,0,25.8,47.0,1009.3
2023-06-29 19:09:49.129,1,23.24,154,25.8,47.0,1009.3
2023-06-29 19:14:58.418,2,31.07,165,25.8,47.0,1009.3
2023-06-29 19:16:52.363,3,43.69,0,25.4,48.0,1009.3
2023-06-29 19:19:50.485,1,23.24,154,25.4,48.0,1009.3
2023-06-29 19:24:59.768,2,31.07,165,25.4,48.0,1009.3
2023-06-29 19:26:53.733,3,43.69,0,25.0,48.5,1009.3
2023-06-29 19:29:51.854,1,23.2,154,25.0,48.5,1009.3
2023-06-29 19:35:01.134,2,31.07,165,25.0,48.5,1009.3
2023-06-29 19:36:55.097,3,43.69,0,25.0,48.5,1009.3
2023-06-29 19:39:53.209,1,23.2,154,25.0,48.5,1009.3
2023-06-29 19:45:02.507,2,31,165,25.0,48.5,1009.3
2023-06-29 19:46:56.453,3,43.69,0,25.2,48.5,1009.6
2023-06-29 19:49:54.575,1,23.2,154,25.2,48.5,1009.6
2023-06-29 19:55:03.875,2,31,165,25.2,48.5,1009.6
2023-06-29 19:56:57.831,3,43.59,0,25.3,48.5,1009.6
2023-06-29 19:59:55.945,1,23.2,154,25.3,48.5,1009.6
2023-06-29 20:05:05.216,2,31,165,25.3,48.5,1009.6
2023-06-29 20:06:59.188,3,43.59,0,25.3,47.5,1009.6
2023-06-29 20:09:57.327,1,23.14,154,25.3,47.5,1009.6
2023-06-29 20:15:06.606,2,31,165,25.3,47.5,1009.6
2023-06-29 20:17:00.566,3,43.59,0,25.3,47.0,1009.7
2023-06-29 20:19:58.678,1,23.14,154,25.3,47.0,1009.7
2023-06-29 20:25:07.954,2,31,165,25.3,47.0,1009.7
2023-06-29 20:27:01.902,3,43.39,0,25.1,48.0,1009.7
2023-06-29 20:30:00.051,1,23.14,154,25.1,48.0,1009.7
2023-06-29 20:35:09.308,2,31,165,25.1,48.0,1009.7
2023-06-29 20:37:03.271,3,43.39,0,24.7,49.5,1009.7
2023-06-29 20:40:01.412,1,23.14,154,24.7,49.5,1009.7
2023-06-29 20:45:10.689,2,30.93,165,24.7,49.5,1009.7
2023-06-29 20:47:04.640,3,43.39,0,24.1,52.0,1009.6
2023-06-29 20:50:02.780,1,23.14,154,24.1,52.0,1009.6
2023-06-29 20:55:12.050,2,30.93,165,24.1,52.0,1009.6
2023-06-29 20:57:05.983,3,43.39,0,23.4,55.0,1009.7
2023-06-29 21:05:13.405,2,30.93,165,23.4,55.0,1009.7
2023-06-29 21:07:07.348,3,43.28,0,23.3,56.0,1009.7
2023-06-29 21:10:05.522,1,23.14,154,23.3,56.0,1009.7
2023-06-29 21:15:14.774,2,30.93,165,23.3,56.0,1009.7
2023-06-29 21:17:08.716,3,43.28,0,23.7,54.0,1009.6
2023-06-29 21:20:06.866,1,23.14,154,23.7,54.0,1009.6
2023-06-29 21:25:16.131,2,30.93,165,23.7,54.0,1009.6
2023-06-29 21:27:10.072,3,43.28,0,23.9,54.0,1009.8
2023-06-29 21:30:08.255,1,23.08,154,23.9,54.0,1009.8
2023-06-29 21:35:17.487,2,30.86,165,23.9,54.0,1009.8
2023-06-29 21:37:11.431,3,43.18,0,23.4,56.0,1009.8
2023-06-29 21:40:09.607,1,23.08,154,23.4,56.0,1009.8
2023-06-29 21:45:18.840,2,30.86,165,23.4,56.0,1009.8
2023-06-29 21:47:12.794,3,43.18,0,23.2,58.5,1009.8
2023-06-29 21:50:10.985,1,23.08,154,23.2,58.5,1009.8
2023-06-29 21:55:20.201,2,30.86,165,23.2,58.5,1009.8
2023-06-29 21:57:14.161,3,43.18,0,23.0,61.0,1009.9
2023-06-29 22:00:12.358,1,23.08,154,23.0,61.0,1009.9
2023-06-29 22:05:21.556,2,30.86,165,23.0,61.0,1009.9
2023-06-29 22:07:15.507,3,43.18,0,22.9,60.5,1009.9
2023-06-29 22:10:13.703,1,23.08,154,22.9,60.5,1009.9
2023-06-29 22:15:22.917,2,30.86,165,22.9,60.5,1009.9
2023-06-29 22:17:16.874,3,43.18,0,23.2,60.5,1009.8
2023-06-29 22:20:15.087,1,23.08,154,23.2,60.5,1009.8
2023-06-29 22:25:24.296,2,30.86,165,23.2,60.5,1009.8
2023-06-29 22:27:18.228,3,43.08,0,23.3,60.5,1009.8
2023-06-29 22:30:16.437,1,23.03,154,23.3,60.5,1009.8
2023-06-29 22:35:25.640,2,30.86,165,23.3,60.5,1009.8
2023-06-29 22:37:19.593,3,43.18,0,23.1,61.5,1009.8
2023-06-29 22:40:17.808,1,23.08,154,23.1,61.5,1009.8
2023-06-29 22:45:26.989,2,30.8,165,23.1,61.5,1009.8
2023-06-29 22:47:20.941,3,43.08,0,23.0,61.5,1009.7
2023-06-29 22:50:19.185,1,23.08,154,23.0,61.5,1009.7
2023-06-29 22:55:28.345,2,30.8,165,23.0,61.5,1009.7
2023-06-29 22:57:22.290,3,43.08,0,22.8,62.5,1009.7
2023-06-29 23:00:20.543,1,23.03,154,22.8,62.5,1009.7
2023-06-29 23:05:29.712,2,30.8,165,22.8,62.5,1009.7
2023-06-29 23:07:23.672,3,43.08,0,22.8,63.5,1009.7
2023-06-29 23:10:21.886,1,23.08,154,22.8,63.5,1009.7
2023-06-29 23:15:31.086,2,30.8,165,22.8,63.5,1009.7
2023-06-29 23:17:25.028,3,43.08,0,22.6,64.5,1009.9
2023-06-29 23:20:23.245,1,23.03,154,22.6,64.5,1009.9
2023-06-29 23:25:32.433,2,30.8,165,22.6,64.5,1009.9
2023-06-29 23:27:26.381,3,43.08,0,22.6,65.0,1009.9
2023-06-29 23:30:24.623,1,23.03,154,22.6,65.0,1009.9
2023-06-29 23:35:33.799,2,30.8,165,22.6,65.0,1009.9
2023-06-29 23:37:27.731,3,43.08,0,22.5,65.0,1009.9
2023-06-29 23:40:25.973,1,23.03,154,22.5,65.0,1009.9
2023-06-29 23:45:35.165,2,30.66,165,22.5,65.0,1009.9
2023-06-29 23:47:29.086,3,42.87,0,22.7,65.5,1009.8
2023-06-29 23:50:27.340,1,23.03,154,22.7,65.5,1009.8
2023-06-29 23:55:36.542,2,30.66,165,22.7,65.5,1009.8
2023-06-29 23:57:30.468,3,42.87,0,22.5,66.5,1009.7
2023-06-30 00:00:28.702,1,23.03,154,22.5,66.5,1009.7
2023-06-30 00:05:37.897,2,30.66,165,22.5,66.5,1009.7
2023-06-30 00:07:31.824,3,42.87,0,22.4,67.5,1009.8
2023-06-30 00:10:30.057,1,23.03,154,22.4,67.5,1009.8
2023-06-30 00:15:39.272,2,30.66,165,22.4,67.5,1009.8
2023-06-30 00:17:33.183,3,42.87,0,22.2,68.5,1009.8
2023-06-30 00:20:31.415,1,22.99,154,22.2,68.5,1009.8
2023-06-30 00:25:40.645,2,30.66,165,22.2,68.5,1009.8
2023-06-30 00:27:34.537,3,42.87,0,21.8,74.5,1009.8
2023-06-30 00:30:32.781,1,23.08,154,21.8,74.5,1009.8
2023-06-30 00:35:42.012,2,30.8,165,21.8,74.5,1009.8
2023-06-30 00:37:35.918,3,42.87,0,21.0,79.5,1009.6
2023-06-30 00:40:34.137,1,23.08,154,21.0,79.5,1009.6
2023-06-30 00:45:43.375,2,30.8,165,21.0,79.5,1009.6
2023-06-30 00:47:37.267,3,42.77,0,20.5,82.5,1009.7
2023-06-30 00:50:35.491,1,23.08,154,20.5,82.5,1009.7
2023-06-30 00:55:44.739,2,30.8,165,20.5,82.5,1009.7
2023-06-30 00:57:38.634,3,42.87,0,20.2,84.0,1009.7
2023-06-30 01:00:36.856,1,23.14,154,20.2,84.0,1009.7
2023-06-30 01:05:46.081,2,30.66,165,20.2,84.0,1009.7
2023-06-30 01:07:39.983,3,42.87,0,20.1,87.5,1009.7
2023-06-30 01:10:38.247,1,23.14,154,20.1,87.5,1009.7
2023-06-30 01:15:47.427,2,30.8,165,20.1,87.5,1009.7
2023-06-30 01:17:41.337,3,42.77,0,19.9,88.0,1009.8
2023-06-30 01:20:39.611,1,23.08,154,19.9,88.0,1009.8
2023-06-30 01:25:48.799,2,30.8,165,19.9,88.0,1009.8
2023-06-30 01:27:42.704,3,42.87,0,19.8,88.5,1009.8
2023-06-30 01:30:40.958,1,23.08,154,19.8,88.5,1009.8
2023-06-30 01:35:50.150,2,30.8,165,19.8,88.5,1009.8
2023-06-30 01:37:44.051,3,42.77,0,19.8,88.0,1009.7
2023-06-30 01:40:42.341,1,23.08,154,19.8,88.0,1009.7
2023-06-30 01:45:51.525,2,30.66,165,19.8,88.0,1009.7
2023-06-30 01:47:45.417,3,42.77,0,19.6,89.0,1009.7
2023-06-30 01:50:43.690,1,23.08,154,19.6,89.0,1009.7
2023-06-30 01:55:52.892,2,30.66,165,19.6,89.0,1009.7
2023-06-30 01:57:46.782,3,42.77,0,19.7,89.0,1009.5
2023-06-30 02:00:45.050,1,23.08,154,19.7,89.0,1009.5
2023-06-30 02:05:54.258,2,30.66,165,19.7,89.0,1009.5
2023-06-30 02:07:48.128,3,42.77,0,19.6,89.0,1009.5
2023-06-30 02:10:46.424,1,23.08,154,19.6,89.0,1009.5
2023-06-30 02:15:55.614,2,30.66,165,19.6,89.0,1009.5
2023-06-30 02:17:49.495,3,42.77,0,19.6,90.0,1009.6
2023-06-30 02:20:47.778,1,23.08,154,19.6,90.0,1009.6
2023-06-30 02:25:56.983,2,30.66,165,19.6,90.0,1009.6
2023-06-30 02:27:50.861,3,42.77,0,19.6,90.0,1009.4
2023-06-30 02:30:49.134,1,23.03,154,19.6,90.0,1009.4
2023-06-30 02:35:58.346,2,30.66,165,19.6,90.0,1009.4
2023-06-30 02:37:52.206,3,42.77,0,19.6,89.0,1009.5
2023-06-30 02:40:50.512,1,23.08,154,19.6,89.0,1009.5
2023-06-30 02:45:59.712,2,30.66,165,19.6,89.0,1009.5
2023-06-30 02:47:53.578,3,42.77,0,19.4,88.0,1009.5
2023-06-30 02:50:51.857,1,23.08,154,19.4,88.0,1009.5
2023-06-30 02:56:01.059,2,30.6,165,19.4,88.0,1009.5
2023-06-30 02:57:54.924,3,42.87,0,19.4,88.0,1009.4
2023-06-30 03:00:53.222,1,23.03,154,19.4,88.0,1009.4
2023-06-30 03:06:02.434,2,30.6,165,19.4,88.0,1009.4
2023-06-30 03:07:56.291,3,42.77,0,19.1,88.5,1009.3
2023-06-30 03:10:54.606,1,23.08,154,19.1,88.5,1009.3
2023-06-30 03:16:03.804,2,30.6,165,19.1,88.5,1009.3
2023-06-30 03:17:57.660,3,42.77,0,18.8,88.0,1009.3
2023-06-30 03:20:55.968,1,23.08,154,18.8,88.0,1009.3
2023-06-30 03:26:05.156,2,30.6,165,18.8,88.0,1009.3
2023-06-30 03:27:59.017,3,42.77,0,18.6,89.0,1009.3
2023-06-30 03:36:06.504,2,30.6,165,18.6,89.0,1009.3
2023-06-30 03:38:00.365,3,42.77,0,18.4,89.5,1009.3
2023-06-30 03:40:58.696,1,23.03,154,18.4,89.5,1009.3
2023-06-30 03:46:07.877,2,30.6,165,18.4,89.5,1009.3
2023-06-30 03:48:01.743,3,42.77,0,18.3,90.5,1009.4
2023-06-30 03:51:00.061,1,23.03,154,18.3,90.5,1009.4
2023-06-30 03:56:09.244,2,30.6,165,18.3,90.5,1009.4
2023-06-30 04:08:04.458,3,42.77,0,18.4,91.0,1009.4
2023-06-30 04:11:02.788,1,23.03,154,18.4,91.0,1009.4
2023-06-30 04:16:11.964,2,30.53,165,18.4,91.0,1009.4
2023-06-30 04:18:05.836,3,42.77,0,18.9,90.0,1009.5
2023-06-30 04:21:05.200,1,23.03,154,18.9,90.0,1009.5
2023-06-30 04:26:13.340,2,30.53,165,18.9,90.0,1009.5
2023-06-30 04:28:07.182,3,42.77,0,19.3,89.5,1009.3
2023-06-30 04:31:06.545,1,23.03,154,19.3,89.5,1009.3
2023-06-30 04:36:14.695,2,30.53,165,19.3,89.5,1009.3
2023-06-30 04:38:08.539,3,42.66,0,19.6,89.0,1009.1
2023-06-30 04:41:07.917,1,23.03,154,19.6,89.0,1009.1
2023-06-30 04:46:16.044,2,30.47,165,19.6,89.0,1009.1
2023-06-30 04:48:09.898,3,42.66,0,20.0,87.5,1009.0
2023-06-30 04:51:09.287,1,23.03,154,20.0,87.5,1009.0
2023-06-30 04:56:17.397,2,30.47,165,20.0,87.5,1009.0
2023-06-30 04:58:11.250,3,42.77,0,20.3,86.5,1008.8
2023-06-30 05:01:10.650,1,22.99,154,20.3,86.5,1008.8
2023-06-30 05:06:18.761,2,30.47,165,20.3,86.5,1008.8
2023-06-30 05:08:12.605,3,42.66,0,21.2,84.0,1008.8
2023-06-30 05:11:12.003,1,23.03,154,21.2,84.0,1008.8
2023-06-30 05:16:20.126,2,30.47,165,21.2,84.0,1008.8
2023-06-30 05:18:13.975,3,42.66,0,22.5,80.5,1008.7
2023-06-30 05:21:13.380,1,23.03,154,22.5,80.5,1008.7
2023-06-30 05:26:21.510,2,30.47,165,22.5,80.5,1008.7
2023-06-30 05:28:15.315,3,42.66,0,23.5,77.0,1008.4
2023-06-30 05:31:14.745,1,23.03,154,23.5,77.0,1008.4
2023-06-30 05:36:22.866,2,30.47,165,23.5,77.0,1008.4
2023-06-30 05:38:16.669,3,42.77,0,23.8,74.0,1008.5
2023-06-30 05:41:16.117,1,23.03,154,23.8,74.0,1008.5
2023-06-30 05:46:24.234,2,30.47,165,23.8,74.0,1008.5
2023-06-30 05:48:18.031,3,42.77,0,24.7,71.0,1008.4
2023-06-30 05:51:17.469,1,22.99,154,24.7,71.0,1008.4
2023-06-30 05:56:25.602,2,30.47,165,24.7,71.0,1008.4
2023-06-30 05:58:19.399,3,42.77,0,25.4,68.0,1008.7
2023-06-30 06:01:18.851,1,23.03,154,25.4,68.0,1008.7
2023-06-30 06:06:26.945,2,30.41,165,25.4,68.0,1008.7
2023-06-30 06:08:20.756,3,42.77,0,25.4,68.0,1008.7
2023-06-30 06:11:20.209,1,23.03,154,25.4,68.0,1008.7
2023-06-30 06:16:28.334,2,30.41,165,25.4,68.0,1008.7
2023-06-30 06:18:22.124,3,42.87,0,27.0,61.5,1008.8
2023-06-30 06:21:21.567,1,22.99,154,27.0,61.5,1008.8
2023-06-30 06:26:29.693,2,30.41,165,27.0,61.5,1008.8
2023-06-30 06:28:23.487,3,42.87,0,27.5,60.5,1008.9
2023-06-30 06:31:22.921,1,22.99,154,27.5,60.5,1008.9
2023-06-30 06:36:31.041,2,30.41,165,27.5,60.5,1008.9
2023-06-30 06:38:24.834,3,43.08,0,26.2,65.0,1008.9
2023-06-30 06:41:24.297,1,22.99,154,26.2,65.0,1008.9
2023-06-30 06:46:32.397,2,30.41,165,26.2,65.0,1008.9
2023-06-30 06:48:26.214,3,43.18,0,26.7,62.0,1008.6
2023-06-30 06:51:25.652,1,22.99,154,26.7,62.0,1008.6
2023-06-30 06:56:33.753,2,30.41,165,26.7,62.0,1008.6
2023-06-30 06:58:27.583,3,43.18,0,27.6,61.0,1008.6
2023-06-30 07:01:27.019,1,22.99,154,27.6,61.0,1008.6
2023-06-30 07:06:35.138,2,30.41,165,27.6,61.0,1008.6
2023-06-30 07:08:28.928,3,43.18,0,26.8,61.5,1008.6
2023-06-30 07:11:28.372,1,22.99,154,26.8,61.5,1008.6
2023-06-30 07:16:36.494,2,30.41,165,26.8,61.5,1008.6
2023-06-30 07:18:30.284,3,43.28,0,26.3,63.0,1008.6
2023-06-30 07:21:29.740,1,22.99,154,26.3,63.0,1008.6
2023-06-30 07:26:37.849,2,30.41,165,26.3,63.0,1008.6
2023-06-30 07:28:31.670,3,43.28,0,25.9,63.0,1008.3
2023-06-30 07:31:31.130,1,22.99,154,25.9,63.0,1008.3
2023-06-30 07:36:39.234,2,30.41,165,25.9,63.0,1008.3
2023-06-30 07:38:33.052,3,43.28,0,26.3,62.5,1008.3
2023-06-30 07:41:32.474,1,22.99,154,26.3,62.5,1008.3
2023-06-30 07:46:40.580,2,30.41,165,26.3,62.5,1008.3
2023-06-30 07:48:34.392,3,43.39,0,26.1,62.5,1008.2
2023-06-30 07:51:33.853,1,22.99,154,26.1,62.5,1008.2
2023-06-30 07:56:41.951,2,30.33,165,26.1,62.5,1008.2
2023-06-30 07:58:35.756,3,43.28,0,26.0,60.5,1008.2
2023-06-30 08:01:35.221,1,22.99,154,26.0,60.5,1008.2
2023-06-30 08:06:43.309,2,30.33,165,26.0,60.5,1008.2
2023-06-30 08:08:37.111,3,43.39,0,26.1,61.0,1008.0
2023-06-30 08:11:36.598,1,22.99,154,26.1,61.0,1008.0
2023-06-30 08:16:44.677,2,30.41,165,26.0,62.5,1008.1
2023-06-30 08:18:38.464,3,43.39,0,26.0,62.5,1008.1
2023-06-30 08:21:37.964,1,22.99,154,26.0,62.5,1008.1
2023-06-30 08:26:46.058,2,30.33,165,25.4,63.5,1008.1
2023-06-30 08:28:39.843,3,43.39,0,25.4,63.5,1008.1
2023-06-30 08:31:39.335,1,22.99,154,25.4,63.5,1008.1
2023-06-30 08:36:47.410,2,30.33,165,24.8,65.5,1008.2
2023-06-30 08:38:41.205,3,43.28,0,24.8,65.5,1008.2
2023-06-30 08:41:40.714,1,22.93,154,24.8,65.5,1008.2
2023-06-30 08:46:48.773,2,30.33,165,24.3,68.5,1008.5
2023-06-30 08:48:42.544,3,43.39,0,24.3,68.5,1008.5
2023-06-30 08:51:42.076,1,22.93,154,24.3,68.5,1008.5
2023-06-30 08:56:50.120,2,30.33,165,23.8,69.5,1008.6
2023-06-30 08:58:43.921,3,43.39,0,23.8,69.5,1008.6
2023-06-30 09:01:43.445,1,22.99,154,23.8,69.5,1008.6
2023-06-30 09:06:51.490,2,30.33,165,23.4,72.0,1008.8
2023-06-30 09:08:45.276,3,43.39,0,23.4,72.0,1008.8
2023-06-30 09:11:44.802,1,22.99,154,23.4,72.0,1008.8
2023-06-30 09:16:52.858,2,30.33,165,22.9,75.0,1008.8
2023-06-30 09:18:46.631,3,43.28,0,22.9,75.0,1008.8
2023-06-30 09:21:46.176,1,23.03,154,22.9,75.0,1008.8
2023-06-30 09:26:54.207,2,30.33,165,22.7,77.5,1008.9
2023-06-30 09:28:48.011,3,43.28,0,22.7,77.5,1008.9
2023-06-30 09:31:47.542,1,22.99,154,22.7,77.5,1008.9
2023-06-30 09:36:55.578,2,30.33,165,22.9,75.5,1008.7
2023-06-30 09:38:49.359,3,43.28,0,22.9,75.5,1008.7
2023-06-30 09:41:48.893,1,22.99,154,22.9,75.5,1008.7
2023-06-30 09:46:56.927,2,30.33,165,23.0,76.0,1008.6
2023-06-30 09:48:50.730,3,43.28,0,23.0,76.0,1008.6
2023-06-30 09:51:50.269,1,22.99,154,23.0,76.0,1008.6
2023-06-30 09:56:58.282,2,30.26,165,23.5,72.0,1008.5
2023-06-30 09:58:52.094,3,43.28,0,23.5,72.0,1008.5
2023-06-30 10:01:51.618,1,22.99,154,23.5,72.0,1008.5
2023-06-30 10:06:59.658,2,30.26,165,23.7,72.0,1008.6
2023-06-30 10:08:53.441,3,43.18,0,23.7,72.0,1008.6
2023-06-30 10:11:52.973,1,22.99,154,23.7,72.0,1008.6
2023-06-30 10:17:01.033,2,30.26,165,23.6,73.5,1008.7
2023-06-30 10:18:54.797,3,43.18,0,23.6,73.5,1008.7
2023-06-30 10:21:54.340,1,22.99,154,23.6,73.5,1008.7
2023-06-30 10:27:02.390,2,30.26,165,23.5,73.0,1008.7
2023-06-30 10:28:56.158,3,43.18,0,23.5,73.0,1008.7
2023-06-30 10:31:55.708,1,22.99,154,23.5,73.0,1008.7
2023-06-30 10:37:03.752,2,30.26,165,23.5,73.0,1008.5
2023-06-30 10:38:57.524,3,43.18,0,23.5,73.0,1008.5
2023-06-30 10:41:57.079,1,22.99,154,23.5,73.0,1008.5
2023-06-30 10:47:05.108,2,30.26,165,23.6,74.0,1008.4
2023-06-30 10:48:58.870,3,43.18,0,23.6,74.0,1008.4
2023-06-30 10:51:58.458,1,22.99,154,23.6,74.0,1008.4
2023-06-30 10:57:06.474,2,30.26,165,23.5,74.5,1008.2
2023-06-30 10:59:00.251,3,43.18,0,23.5,74.5,1008.2
2023-06-30 11:01:59.821,1,22.99,154,23.5,74.5,1008.2
2023-06-30 11:07:07.824,2,30.14,165,23.6,75.5,1008.1
2023-06-30 11:09:01.616,3,43.18,0,23.6,75.5,1008.1
2023-06-30 11:12:01.184,1,22.99,154,23.6,75.5,1008.1
2023-06-30 11:17:09.184,2,30.07,165,23.5,76.0,1008.1
2023-06-30 11:19:02.971,3,43.08,0,23.5,76.0,1008.1
2023-06-30 11:22:02.554,1,22.99,154,23.5,76.0,1008.1
2023-06-30 11:27:10.549,2,30.14,165,23.4,76.5,1008.2
2023-06-30 11:29:04.331,3,43.08,0,23.4,76.5,1008.2
2023-06-30 11:32:03.926,1,22.99,154,23.4,76.5,1008.2
2023-06-30 11:37:11.895,2,30.14,165,23.7,76.0,1008.3
2023-06-30 11:39:05.676,3,43.18,0,23.7,76.0,1008.3
2023-06-30 11:42:05.282,1,22.99,154,23.7,76.0,1008.3
2023-06-30 11:47:13.273,2,30.14,165,23.8,75.5,1008.4
2023-06-30 11:49:07.031,3,43.08,0,23.8,75.5,1008.4
2023-06-30 11:52:06.659,1,22.99,154,23.8,75.5,1008.4
2023-06-30 11:57:14.635,2,30.14,165,23.9,76.5,1008.2
2023-06-30 11:59:08.407,3,43.18,0,23.9,76.5,1008.2
2023-06-30 12:02:08.011,1,22.99,154,23.9,76.5,1008.2
2023-06-30 12:07:16.002,2,30.14,165,23.5,75.0,1008.3
2023-06-30 12:09:09.762,3,43.08,0,23.5,75.0,1008.3
2023-06-30 12:12:09.365,1,22.99,154,23.5,75.0,1008.3
2023-06-30 12:17:17.355,2,30.14,165,23.5,76.5,1008.3
2023-06-30 12:19:11.130,3,43.18,0,23.5,76.5,1008.3
